fragility_id,description,unit_qty,unit,name,name_short,group,author,is_official_p58,system_id,subsystem_id,service_location,structural_system,structural_series_id
B2022.002,None,30,sf,"Curtain Walls - Generic Midrise Stick-Built Curtain wall, Config: Insulating Glass Units (dual pane), Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5,  Other details Unknown",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.011,None,30,sf,"Midrise stick-built curtain wall, Config: Asymmetric insulating glass units (dual-pane, unequal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/2 in. (13 mm) outer AN LAM (0.030 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.021,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN LAM (0.030 PVB); glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.022,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.023,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN laminated, 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.031,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.032,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0 in. (0 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.033,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.13 in. (3 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.034,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.25 in. (6 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.035,None,32,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2:1 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.036,None,32,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1:2 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.037,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic, 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.038,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic, 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.039,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.040,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2:1 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.041,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1:2 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.051,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 1/4 in. (6 mm) FT monolithic, 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.052,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 1/4 in. (6 mm) FT monolithic, 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.053,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 1/4 in. (6 mm) FT monolithic, Seamed Edge; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.054,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 1/4 in. (6 mm) FT monolithic, Polished Edge; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.061,None,30,sf,"Midrise stick-built curtain wall, Config: Monolithic, Lamination: Not laminated, Glass Type: Heat strengthened, Details: 1/4 in. (6 mm) HS monolithic; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.071,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/4 in. (6 mm) outer AN LAM (0.030 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.072,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) inner AN / 1/4 in. (6 mm) outer AN LAM (0.060 PVB) IGU; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.081,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Annealed, Details: 1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes]; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.082,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Annealed, Details: 1 in. (25 mm) AN IGU [1/4 in. (6 mm) inner and outer panes]; glass-frame clearance = 0.25 in. (6 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2022.083,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Annealed, Details: 1 in. (25 mm) AN IGU [1/4 in. (6 mm) inner and outer panes], 2-sided SSG, Center Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.084,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Annealed, Details: 1 in. (25 mm) AN IGU [1/4 in. (6 mm) inner and outer panes], 2-sided SSG, Outside Panel; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.091,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes]; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.101,None,30,sf,"Midrise stick-built curtain wall, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Heat strengthened, Details: 1 in. (25 mm) HS IGU [1/4 in. (6 mm) inner and outer panes]; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 6:5 sealant = dry",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2022.201,None,30,sf,"Curtain Walls - Unitized curtain wall (also generic unitized curtain wall), Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1-1/4 in. (32 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], 4-sided SSG, VHBTM SGTTM; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = Varies sealant = wet",Curtain Walls,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.001,None,30,sf,"Generic Storefront, Config: Monolithic, Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5,  Other details Unknown",Storefront,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2023.002,None,30,sf,"Generic Storefront, Config: IGU, Lamination: Unknown, Glass Type: Unknown, Details: Aspect ratio = 6:5,  Other details Unknown",Storefront,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2023.011,None,30,sf,"Storefront, Config: Monolithic, Lamination: Laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN LAM (0.030 PVB); glass-frame clearance = 0.41 in. (10 mm); aspect ratio = 6:5 sealant = dry",Storefront,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2023.021,None,30,sf,"Storefront, Config: Monolithic, Lamination: Not laminated, Glass Type: Annealed, Details: 1/4 in. (6 mm) AN monolithic; glass-frame clearance = 0.41 in. (10 mm); aspect ratio = 6:5 sealant = dry",Storefront,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2023.031,None,30,sf,"Storefront, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 3/8 in. (10 mm) FT monolithic, Planar Specimen; glass-frame clearance = 0.5 in. (13 mm); aspect ratio = 1.93:1 sealant = wet",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.032,None,30,sf,"Storefront, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 3/8 in. (10 mm) FT monolithic, Corner Cond. Specimen, in-plane; glass-frame clearance = 0.5 in. (13 mm); aspect ratio = 1.93:1 sealant = wet",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.033,None,30,sf,"Storefront, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 3/8 in. (10 mm) FT monolithic, Corner Cond. Specimen, combined; glass-frame clearance = 0.5 in. (13 mm); aspect ratio = 1.93:1 sealant = wet",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.034,None,30,sf,"Storefront, Config: Monolithic, Lamination: Not laminated, Glass Type: Full tempered, Details: 3/8 in. (10 mm) FT monolithic, Corner Cond. Specimen, Short side; glass-frame clearance = 0.5 in. (13 mm); aspect ratio = 2.72:1 sealant = wet",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.041,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Annealed, Details: 1 in. (25 mm) AN IGU; glass-frame clearance = 0.59 in. (15 mm); aspect ratio = 6:5 sealant = dry",Storefront,exterior_cladding,Not Given,TRUE,2,0,NA,NA,NA
B2023.051,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Planar Specimen; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.89:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.052,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, in-plane; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.89:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.053,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, combined; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.89:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.054,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, Short side; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2.83:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.055,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Planar Specimen; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.056,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, in-plane; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.057,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, combined; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2023.058,None,30,sf,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, Short side; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2.82:1 sealant = dry",Storefront,exterior_cladding,By User,TRUE,2,0,NA,NA,NA
B2024.001,Costing for each 100 ft^2 Wall Panel,100,sf,"Exterior Wall - Unreinforced masonry infill, details unknown",Exterior nonstructural infill walls,exterior_cladding,David Welch,FALSE,1,0,NA,2,1
B2024.002,Costing for each 100 ft^2 Wall Panel,100,sf,"Exterior Wall - Unreinforced masonry infill, brick facade",Exterior nonstructural infill walls,exterior_cladding,David Welch,FALSE,1,0,NA,2,1
B3011.011,Costing per roofing square (100 SF),100,sf,"Concrete tile roof, tiles secured and compliant with UBC94",Concrete tile roof,other,Not Given,TRUE,2,22,NA,NA,NA
B3011.012,Costing per roofing square (100 SF),100,sf,"Clay tile roof, tiles secured and compliant with UBC94",Clay tile roof,other,Not Given,TRUE,2,22,NA,NA,NA
B3011.013,Costing per roofing square (100 SF),100,sf,"Concrete tile roof, unsecured tiles",Concrete tile roof,other,Not Given,TRUE,2,22,NA,NA,NA
B3011.014,Costing per roofing square (100 SF),100,sf,"Clay tile roof, unsecured tiles",Clay tile roof,other,Not Given,TRUE,2,22,NA,NA,NA
B3031.001a,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with masonry",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3031.001b,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with masonry",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3031.001c,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with masonry",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3031.002a,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with framing",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3031.002b,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with framing",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3031.002c,"Demand parameter shall be defined as the first floor peak floor acceleration.  Unreinforced masonry chimney as a component of wood frame buildings.  Includes firebox and chimney, excludes exterior veneer or ornamentation.  May include chimneys where the quality of reinforcing is unknown.  For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",1,each,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with framing",Unreinforced Masonry Chimney,other,Not Given,TRUE,2,0,NA,NA,NA
B3041.001,Unreinforced and unbraced masonry parapet as a component of a masonry building.  Parapet height / width of approximately 3.  Costing based upon repair of 3ft tall x 10ft segment.,10,lf,"Masonry Parapet - unreinforced, unbraced",Unreinforced Masonry Parapet ,other,Not Given,TRUE,2,0,NA,NA,NA
C1011.001a,Quantity is based upon 13'x100' Panels.  Quantity of wall damaged varies by damage state.,100,lf,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Fixed Above","Wall Partition, Metal Stud",partition_walls,Not Given,TRUE,3,0,NA,NA,NA
C1011.001b,Quantity is based upon 13'x100' Panels.  Quantity of wall damaged varies by damage state.,100,lf,"Wall Partition, Type: Gypsum with metal studs, Partial Height, Fixed Below, Lateral Braced Above","Wall Partition, Metal Stud, Partial Height",partition_walls,Not Given,TRUE,3,0,NA,NA,NA
C1011.001c,Quantity is based upon 13'x100' Panels.  Quantity of wall damaged varies by damage state.,100,lf,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above with returns","Wall Partition, Metal Stud",partition_walls,Not Given,TRUE,3,0,NA,NA,NA
C1011.001d,Quantity is based upon 13'x100' Panels.  Quantity of wall damaged varies by damage state.,100,lf,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above w/o returns (friction connections)","Wall Partition, Metal Stud",partition_walls,Not Given,TRUE,3,0,NA,NA,NA
C1011.011a,Quantity is based upon 13'x100' Panels.  Quantity of wall damaged varies by damage state.,100,lf,"Wall Partition, Type: Gypsum with wood studs, Full Height, Fixed Below, Fixed Above","Wall Partition, Wood Stud",partition_walls,Not Given,TRUE,3,0,NA,NA,NA
C2011.001a,"Flexible stair with seismic interstory slip joint.  Steel prefab stringers, steel or concrete filled pan treads.",1,each,Prefabricated steel stair with steel treads and landings with seismic joints that accommodate drift.,Prefabricated steel stair with seismic joint,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.001b,"Flexible stair without seismic interstory slip joint.  Steel prefab stringers, steel or concrete filled pan treads.",1,each,Prefabricated steel stair with steel treads and landings with no seismic joint.,Prefabricated steel stair no seismic joint,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.011a,Rigid stair with seismic interstory drift joint.  Precast concrete stair.,1,each,Non-monolithic precast concrete stair assembly with concrete stringers and treads with seismic joints that accommodate drift.,Concrete stairs with seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.011b,Rigid stair without seismic interstory drift joint.  Precast concrete stair.,1,each,Non-monolithic precast concrete stair assembly with concrete stringers and treads with no seismic joint.,Concrete stairs no seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.021a,"Cast in place concrete stair, with seismic interstory drift joint",1,each,Monolithic cast-in-place and precast concrete stairs with seismic joints that accommodate drift - replace in kind if replacement is required.,Concrete stairs with seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.021b,"Cast in place concrete stair, no seismic interstory drift joint",1,each,Monolithic cast-in-place and precast concrete stairs with no seismic joints - replace in kind if replacement is required.,Concrete stairs no seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.021c,"Cast in place concrete stair, with seismic interstory drift joint",1,each,Monolithic cast-in-place and precast concrete stairs with seismic joints that accommodate drift - replace with prefabricated steel stair if replacement is required.,Concrete stairs with seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.021d,"Cast in place concrete stair, no seismic interstory drift joint",1,each,Monolithic cast-in-place and precast concrete stairs with no seismic joints - replace with prefabricated steel stair if replacement is required.,Concrete stairs no seismic joints,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.031a,Stair consists of steel stringers with precast treads rigidly linked to stringer,1,each,Hybrid stair assembly with steel stringers and concrete treads and landings with seismic joints that accommodate drift.,Hybrid stair with seismic joint,other,Not Given,TRUE,4,0,NA,NA,NA
C2011.031b,Stair consists of steel stringers with precast treads rigidly linked to stringer,1,each,Hybrid stair assembly with steel stringers and concrete treads and landings with no seismic joints.,Hybrid stair no seismic joint,other,Not Given,TRUE,4,0,NA,NA,NA
C3011.001a,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Wallpaper, Full Height, Fixed Below, Fixed Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.001b,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Wallpaper, Partial Height, Fixed Below, Lateral Braced Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.001c,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Wallpaper, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.001d,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Wallpaper, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.002a,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Fixed Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.002b,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Ceramic Tile, Partial Height, Fixed Below, Lateral Braced Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.002c,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.002d,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.003a,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Fixed Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.003b,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: High End Marble or Wood Panel, Partial Height, Fixed Below, Lateral Braced Above",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.003c,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
C3011.003d,Costing based upon 9'x100' Panels,100,lf,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection)",Wall Partition Finishes,interior_finishes,Not Given,TRUE,3,0,NA,NA,NA
